InventoryID,ProductID,WarehouseID,Units,InventoryValue,LastMovement
96,171,9,1736,766798.12,2025-12-29
97,119,8,1348,248997.04,2025-08-07
98,98,5,265,10033.23,2025-11-06
99,125,5,1633,701360.43,2025-08-16
100,60,3,1892,740900.26,2025-01-31
101,134,3,1214,44855.01,2025-11-08
102,162,1,583,110305.81,2025-07-11
103,178,2,1575,336241.88,2025-03-29
104,35,10,1269,379746.22,2025-06-28
105,63,3,1137,156367.94,2025-09-22
106,80,1,300,111698.91,2025-10-21
107,135,2,338,157223.49,2025-11-22
108,62,4,1389,691723.93,2025-06-22
109,35,6,11,3365.57,2025-11-07
110,83,3,220,90881.59,2025-12-23
111,143,8,1988,77792.09,2025-04-17
112,91,2,1115,169366.07,2025-05-20
113,13,3,1609,589763.19,2025-05-21
114,96,2,1877,360365.82,2025-05-20
115,18,10,1420,226270.22,2025-02-27
116,52,6,1846,883686.93,2025-02-25
117,179,9,564,165607.54,2025-09-17
118,126,9,608,165633.0,2025-07-23
119,186,3,169,60399.29,2025-09-23
120,15,2,254,35512.01,2025-10-08
121,64,6,1496,97855.52,2025-04-23
122,64,5,647,260331.49,2025-12-03
123,109,4,720,87843.21,2025-11-08
124,17,3,372,17576.01,2025-11-13
125,81,1,507,164941.78,2025-01-26
126,54,4,1298,42487.2,2025-01-27
127,101,5,15,5742.74,2025-05-31
128,102,4,1682,696293.74,2025-11-30
129,67,10,1292,109857.75,2025-08-09
130,13,4,1570,552018.56,2025-03-10
131,176,9,634,169977.47,2025-12-15
132,163,6,677,16094.34,2025-07-31
133,142,3,104,11586.02,2025-02-24
134,161,1,528,84653.49,2025-02-14
135,179,2,318,63722.89,2025-04-20
136,125,7,73,4639.74,2025-02-22
137,5,4,291,69476.77,2025-02-15
138,6,6,282,115685.38,2025-11-22
139,115,8,1065,446298.79,2025-03-23
140,77,7,1269,33343.96,2025-08-05
141,41,8,1940,582279.15,2025-11-26
142,189,2,1166,97964.08,2025-02-18
143,23,2,613,288922.88,2025-05-21
144,162,2,975,206035.57,2025-09-10
145,94,1,1688,721442.11,2025-09-08
146,88,7,1265,497431.25,2025-02-21
147,59,1,1280,157637.24,2025-10-28
148,97,3,1926,210514.37,2025-08-26
149,199,10,1609,273168.46,2025-03-30
150,53,2,917,146231.11,2025-05-20
151,141,1,748,135429.36,2025-12-31
152,172,7,582,92004.92,2025-05-29
153,25,2,1370,304796.61,2025-04-05
154,103,9,405,153071.66,2025-11-05
155,47,7,1214,101907.2,2025-10-23
156,39,10,1638,669126.12,2025-12-08
157,30,10,1903,663031.06,2025-12-17
158,10,3,1974,373552.38,2025-12-13
159,121,9,1211,551795.18,2025-01-30
160,30,3,1358,97650.2,2025-04-30
161,166,2,927,230203.98,2025-11-20
162,70,9,233,72726.77,2025-11-30
163,56,1,381,9604.22,2025-11-09
164,107,10,1935,846362.24,2025-12-11
165,21,6,1734,86337.65,2025-03-09
166,138,6,782,40102.4,2025-11-30
167,6,5,127,45305.98,2025-01-18
168,145,1,399,27281.11,2025-02-02
169,126,9,203,59489.9,2025-07-28
170,136,8,1137,93196.09,2025-10-23
171,25,1,1552,277667.54,2025-07-02
172,119,1,1207,414258.97,2025-03-22
173,17,4,844,238955.88,2025-03-12
174,128,5,245,67789.21,2025-10-10
175,89,4,1398,278654.88,2025-02-18
176,114,4,1561,342177.33,2025-08-05
177,17,2,322,111332.44,2025-12-18
178,170,2,124,26929.4,2025-04-23
179,121,9,827,312796.24,2025-07-18
180,12,4,517,118751.17,2025-03-22
181,185,10,1347,505776.9,2025-11-25
182,62,2,754,22068.63,2025-09-29
183,72,1,423,140351.42,2025-09-14
184,190,6,1842,711110.44,2025-12-16
185,68,3,1106,252700.06,2025-01-02
186,56,5,1441,521897.51,2025-01-23
187,32,10,283,136888.65,2025-04-26
188,78,8,763,359356.19,2025-01-05
189,132,3,1050,213976.16,2025-11-22
190,22,4,918,28666.61,2025-08-06
191,75,1,1990,460546.75,2025-08-07
192,171,3,694,285294.0,2025-05-12
193,127,10,1259,625622.05,2025-10-24
194,40,9,694,72990.79,2025-10-12
195,90,10,652,117575.33,2025-10-27
196,27,7,36,11016.87,2025-02-01
197,134,1,105,50983.51,2025-05-05
198,116,9,215,6244.97,2025-08-05
199,155,5,1457,552237.99,2025-09-13
200,119,4,1929,603483.18,2025-09-26
201,28,2,1414,52391.59,2025-04-07
202,185,1,72,22992.77,2025-06-15
203,144,7,783,366044.11,2025-07-21
204,91,2,252,67123.51,2025-12-28
205,138,7,763,343636.55,2025-03-24
206,96,8,467,217490.65,2025-01-28
207,108,9,1711,266703.87,2025-08-31
208,11,7,986,272376.51,2025-12-10
209,164,10,916,309629.75,2025-08-15
210,155,2,1412,379909.77,2025-02-06
211,182,3,1688,777321.97,2025-07-17
212,1,3,1215,195447.5,2025-04-24
213,46,7,1809,331981.8,2025-05-18
214,43,4,945,58378.83,2025-11-12
215,73,3,461,125845.97,2025-08-02
216,84,6,1280,253040.83,2025-07-01
217,49,9,1152,99612.15,2025-04-28
218,142,9,385,52979.16,2025-10-04
219,109,3,294,91646.51,2025-01-26
220,97,10,1236,232478.76,2025-11-24
221,35,4,351,121977.98,2025-09-15
222,27,4,1747,505611.42,2025-12-19
223,87,8,366,16594.97,2025-07-21
224,157,5,53,22560.67,2025-12-26
225,83,4,1807,177078.49,2025-06-23
226,24,3,1505,581111.18,2025-04-05
227,173,1,284,21131.84,2025-11-24
228,14,4,46,15074.97,2025-01-21
229,52,1,1606,657966.15,2025-12-02
230,128,1,1553,463122.48,2025-11-20
231,55,4,411,40518.55,2025-11-19
232,183,10,261,118199.23,2025-03-11
233,59,8,668,68754.73,2025-07-23
234,125,2,208,65723.59,2025-03-01
235,169,10,1701,621313.73,2025-01-08
236,107,5,969,418810.27,2025-04-05
237,161,5,734,48625.26,2025-04-18
238,131,4,1585,535014.61,2025-04-19
239,49,10,1922,195332.14,2025-08-27
240,74,7,958,23500.12,2025-08-19
241,194,9,1278,87332.18,2025-10-14
242,177,6,1779,491103.1,2025-12-22
243,83,3,1284,463383.02,2025-12-05
244,156,6,1784,549524.1,2025-01-08
245,52,5,18,6323.51,2025-04-30
246,158,2,145,26650.31,2025-08-25
247,48,8,126,45268.5,2025-08-27
248,22,9,1856,539660.46,2025-05-13
249,116,8,744,357907.58,2025-10-18
250,128,8,1972,395081.14,2025-11-14
251,7,3,1242,90753.75,2025-05-28
252,142,1,1426,329229.69,2025-08-31
253,65,2,1101,113096.52,2025-01-08
254,152,7,819,304929.69,2025-09-26
255,43,3,1899,113388.46,2025-09-11
256,10,6,1710,78589.54,2025-02-19
257,149,8,664,280082.69,2025-01-04
258,63,6,1489,86580.38,2025-04-05
259,179,4,331,49649.59,2025-02-18
260,49,6,810,127557.07,2025-09-10
261,50,6,1864,570871.07,2025-07-10
262,124,7,1355,663851.52,2025-09-08
263,179,8,793,250048.98,2025-10-02
264,108,10,637,223860.52,2025-11-11
265,96,10,1079,534615.92,2025-10-26
266,74,6,1821,542920.41,2025-03-25
267,53,10,490,103963.9,2025-12-13
268,6,4,72,7037.86,2025-04-22
269,158,5,1378,262650.57,2025-02-23
270,105,9,1045,106535.36,2025-06-07
271,42,7,674,35806.6,2025-04-21
272,183,3,1686,538515.52,2025-01-05
273,74,4,1867,814380.95,2025-08-08
274,42,9,1560,392528.0,2025-07-16
275,159,2,1969,441678.89,2025-02-13
276,196,5,1015,31913.25,2025-08-14
277,38,6,1155,461085.89,2025-10-20
278,151,7,1637,110979.56,2025-08-29
279,85,1,1561,43751.67,2025-12-16
280,66,4,418,61062.63,2025-05-21
281,81,5,1914,562605.09,2025-03-13
282,192,8,886,366158.97,2025-02-17
283,153,8,821,65831.79,2025-10-19
284,89,10,1547,670500.75,2025-09-18
285,161,9,348,101501.77,2025-04-09
286,186,5,455,136263.93,2025-07-29
287,172,5,474,177840.82,2025-11-18
288,122,6,1391,52498.94,2025-04-24
289,197,7,135,12780.29,2025-01-22
290,17,9,863,70170.79,2025-05-11
291,21,2,350,35185.86,2025-12-07
292,172,8,686,105978.5,2025-04-13
293,190,4,259,32563.61,2025-07-08
294,80,7,479,217901.35,2025-09-20
295,7,2,1900,923465.09,2025-12-26
296,40,10,1298,122518.24,2025-09-05
297,171,7,1476,728738.4,2025-01-18
298,117,6,1299,370857.41,2025-05-15
299,85,2,1411,697882.61,2025-12-02
300,81,8,1615,693744.82,2025-11-02
301,117,2,1557,49778.43,2025-12-07
302,39,4,1747,837299.68,2025-03-04
303,84,10,1811,668178.14,2025-05-18
304,135,3,1716,531267.99,2025-02-17
305,152,10,47,2887.77,2025-04-28
306,135,3,1584,767121.52,2025-02-19
307,81,7,838,340714.93,2025-08-10
308,25,6,355,10966.91,2025-07-02
309,185,10,1578,457551.56,2025-06-12
310,15,2,1308,118335.6,2025-12-12
311,191,10,1057,218721.17,2025-11-22
312,7,10,1248,483465.58,2025-10-28
313,105,4,408,44725.47,2025-05-23
314,121,2,1518,393974.95,2025-02-21
315,164,2,1925,247186.29,2025-09-29
316,119,9,31,7678.67,2025-02-21
317,124,5,1241,371793.83,2025-01-27
318,152,10,1739,47549.21,2025-08-05
319,179,2,788,20847.42,2025-03-03
320,53,3,990,231423.27,2025-08-04
321,140,1,1047,115706.75,2025-09-23
322,27,8,1703,439083.17,2025-12-28
323,31,7,1971,309655.7,2025-06-28
324,124,8,253,108207.64,2025-01-04
325,92,2,1465,150931.2,2025-03-11
326,193,10,1539,347543.47,2025-01-25
327,153,10,1031,509011.72,2025-01-31
328,26,9,1602,526387.78,2025-08-29
329,139,8,1525,195924.66,2025-09-26
330,38,4,1135,142492.91,2025-11-27
331,109,10,147,16483.5,2025-07-13
332,191,4,815,140337.55,2025-06-23
333,130,2,326,107580.78,2025-08-07
334,75,5,908,445388.07,2025-01-04
335,101,9,1789,239358.08,2025-05-13
336,23,8,443,63776.56,2025-08-06
337,41,4,1878,292813.37,2025-07-16
338,65,1,247,14669.51,2025-05-09
339,121,9,1579,186099.58,2025-11-23
340,81,10,1906,791487.86,2025-11-30
341,182,8,641,279232.9,2025-03-03
342,109,6,282,72304.35,2025-04-29
343,148,8,560,204152.42,2025-11-08
344,110,8,1929,753186.91,2025-07-31
345,176,10,1974,814201.4,2025-04-14
346,133,10,247,37572.64,2025-12-26
347,69,5,1934,837076.15,2025-03-19
348,124,6,1972,205682.17,2025-03-01
349,18,8,1459,499903.99,2025-09-20
350,96,7,897,428242.57,2025-05-20
351,179,5,1422,606255.91,2025-01-26
352,25,6,1449,513370.06,2025-06-04
353,144,2,1845,412349.07,2025-02-13
354,121,2,1728,345969.57,2025-12-05
355,112,6,963,272018.49,2025-04-22
356,132,8,1827,238764.71,2025-08-19
357,1,2,325,81005.42,2025-12-19
358,152,3,380,76202.3,2025-09-07
359,141,3,1983,428277.11,2025-10-30
360,165,6,256,105834.47,2025-04-29
361,198,7,1073,461062.29,2025-04-14
362,180,4,1523,203665.27,2025-06-23
363,189,8,473,129203.62,2025-03-01
364,168,10,206,6647.18,2025-08-10
365,174,8,613,43624.93,2025-04-27
366,152,1,700,147262.5,2025-07-14
367,100,7,1574,524464.87,2025-10-24
368,17,5,1982,890288.93,2025-07-21
369,131,8,832,308414.56,2025-02-23
370,174,5,1814,46738.14,2025-11-05
371,134,2,691,202091.49,2025-05-11
372,30,6,1786,342600.4,2025-09-19
373,130,10,183,54565.24,2025-07-20
374,101,10,1543,617622.51,2025-03-23
375,104,7,1085,292840.76,2025-08-16
376,37,7,106,45944.18,2025-05-14
377,155,4,1749,515314.64,2025-03-08
378,120,1,248,21578.71,2025-01-30
379,72,5,180,79734.68,2025-12-30
380,144,5,1798,57519.37,2025-06-16
381,94,5,563,138308.47,2025-01-31
382,18,4,1979,277894.1,2025-01-02
383,29,2,1118,525159.13,2025-01-26
384,34,2,682,240931.64,2025-02-01
385,157,5,654,273482.97,2025-12-18
386,49,2,589,37003.52,2025-05-26
387,118,8,794,123726.04,2025-01-24
388,108,6,1340,311685.94,2025-03-06
389,195,4,726,331489.9,2025-03-11
390,26,2,1396,672770.78,2025-04-10
391,167,6,1876,866202.04,2025-09-20
392,71,10,1272,436663.55,2025-10-16
393,56,5,1233,32413.05,2025-05-31
394,34,1,987,454194.84,2025-10-08
395,55,7,1481,640029.65,2025-09-25
396,14,4,768,126956.67,2025-12-07
397,162,2,257,33739.49,2025-08-10
398,134,10,373,99779.67,2025-03-20
399,186,1,167,27253.28,2025-09-16
400,173,8,1981,762550.56,2025-01-05
401,38,8,1012,451426.4,2025-05-19
402,161,1,523,17719.73,2025-05-16
403,10,10,1792,658398.0,2025-03-20
404,190,8,464,102895.36,2025-03-03
405,44,5,186,87709.51,2025-09-24
406,82,10,618,203548.45,2025-08-07
407,52,2,1208,294885.82,2025-08-21
408,6,1,1791,195575.13,2025-09-02
409,86,3,187,46924.44,2025-02-08
410,138,7,1581,627551.19,2025-04-14
411,152,9,288,15534.27,2025-12-03
412,82,3,82,32546.99,2025-02-10
413,40,7,516,112922.2,2025-07-30
414,114,3,1921,196710.03,2025-12-01
415,28,9,59,6975.66,2025-06-27
416,5,9,1630,338718.83,2025-05-17
417,189,4,1283,153037.22,2025-07-18
418,71,1,483,146346.77,2025-03-21
419,1,3,1084,400362.35,2025-05-25
420,126,10,1194,456991.16,2025-08-29
421,95,4,65,3382.23,2025-08-30
422,137,5,1400,265802.36,2025-03-19
423,39,9,12,365.29,2025-08-30
424,34,10,236,36514.03,2025-03-04
425,35,4,1358,226123.13,2025-02-10
426,34,3,195,29849.06,2025-04-11
427,32,6,1603,437282.04,2025-04-22
428,74,4,738,142829.09,2025-06-02
429,9,9,403,91107.05,2025-05-02
430,117,5,180,86147.21,2025-09-14
431,71,6,5,1294.28,2025-03-24
432,78,2,1225,258668.4,2025-09-28
433,87,6,129,4905.53,2025-04-08
434,171,1,1436,691086.53,2025-03-16
435,14,6,1992,854093.98,2025-09-08
436,13,2,1793,510426.66,2025-12-12
437,16,4,766,195776.07,2025-01-25
438,66,6,751,15378.43,2025-03-05
439,188,7,1730,366222.75,2025-11-24
440,18,1,712,135777.55,2025-06-15
441,156,2,1749,294882.43,2025-08-22
442,50,5,875,176813.57,2025-01-06
443,126,7,638,131597.59,2025-09-04
444,60,5,1218,26163.11,2025-09-05
445,92,5,695,208107.04,2025-12-13
446,23,10,1131,106507.39,2025-08-29
447,100,4,410,195696.15,2025-01-23
448,120,6,1306,191601.26,2025-04-02
449,40,9,293,97224.15,2025-08-27
450,174,9,984,56222.31,2025-05-28
451,12,8,1120,124111.97,2025-09-27
452,21,9,155,24985.6,2025-01-18
453,188,8,1902,704023.52,2025-07-17
454,123,9,493,11927.78,2025-09-08
455,86,1,56,24587.1,2025-10-03
456,25,10,952,398503.71,2025-05-01
457,66,7,920,240298.91,2025-12-14
458,47,8,1303,633209.36,2025-05-15
459,184,4,65,22037.68,2025-11-24
460,140,4,860,177857.0,2025-09-30
461,167,7,1693,317622.6,2025-02-25
462,25,8,132,13987.54,2025-11-17
463,98,7,1566,146078.56,2025-02-04
464,191,7,543,135981.11,2025-08-08
465,36,10,1299,393202.14,2025-08-28
466,155,4,1972,641533.85,2025-03-01
467,72,9,1058,184796.3,2025-08-26
468,9,1,244,46750.69,2025-06-12
469,47,1,572,209405.09,2025-04-11
470,9,2,1724,186080.83,2025-09-12
471,175,4,122,56649.53,2025-07-15
472,92,7,131,11703.88,2025-02-28
473,86,8,1723,317636.27,2025-08-21
474,131,7,1320,333524.82,2025-04-21
475,129,5,153,37313.5,2025-05-13
476,181,10,1132,265757.32,2025-01-18
477,27,7,1227,125865.67,2025-08-21
478,183,10,1374,273805.28,2025-11-13
479,35,7,1977,214396.0,2025-09-15
480,173,3,1454,183753.41,2025-09-12
481,61,8,1257,544158.59,2025-11-10
482,36,3,96,19680.26,2025-06-10
483,115,3,685,328489.74,2025-08-06
484,36,9,1424,567728.16,2025-11-05
485,130,9,1427,45424.87,2025-04-10
486,176,2,507,38591.44,2025-08-20
487,100,3,1736,764295.66,2025-12-10
488,108,5,167,6651.71,2025-04-17
489,25,10,1791,285865.0,2025-08-01
490,108,9,1057,90341.2,2025-07-29
491,27,9,1716,87437.95,2025-04-16
492,73,4,817,178525.47,2025-06-05
493,156,5,1578,185352.51,2025-01-02
494,157,10,1188,225648.26,2025-05-31
495,40,9,540,115915.51,2025-02-03
496,31,2,1327,398385.84,2025-07-18
497,100,3,1176,448989.83,2025-09-22
498,97,2,1561,313999.67,2025-03-08
499,110,6,823,203877.7,2025-02-12
500,12,8,281,12964.71,2025-08-01
501,72,8,526,162931.0,2025-11-27
502,173,8,173,79967.44,2025-09-17
503,78,2,1487,736542.44,2025-02-21
504,94,8,827,322197.86,2025-06-21
505,65,8,438,11375.7,2025-08-15
506,193,4,857,248301.5,2025-10-09
507,125,10,124,26621.4,2025-07-22
508,52,8,508,29881.22,2025-12-10
509,160,2,1708,319298.99,2025-05-07
510,57,1,1809,83747.68,2025-05-09
511,43,9,159,25214.8,2025-04-09
512,67,4,1619,217813.09,2025-05-02
513,58,10,299,147414.48,2025-05-23
514,135,1,421,134743.92,2025-10-30
515,15,9,1687,315979.31,2025-03-31
516,164,4,1354,360889.91,2025-04-23
517,77,5,4,1561.81,2025-03-02
518,145,5,1988,884585.9,2025-03-16
519,31,4,833,35679.24,2025-04-12
520,138,8,909,343633.87,2025-12-24
521,118,10,686,218169.57,2025-04-10
522,107,10,1261,464784.59,2025-11-26
523,12,3,1627,147759.9,2025-10-07
524,102,2,1834,902095.38,2025-01-04
525,40,9,827,333880.41,2025-07-21
526,82,8,173,19538.06,2025-06-24
527,89,8,1252,242947.45,2025-08-16
528,79,4,352,39134.07,2025-12-04
529,144,6,305,47679.02,2025-01-26
530,36,7,315,52189.66,2025-06-08
531,107,9,437,171789.72,2025-03-01
532,2,6,1600,416240.96,2025-06-07
533,138,9,1561,763035.04,2025-03-02
534,38,4,584,111974.75,2025-07-28
535,11,5,849,414772.47,2025-05-02
536,143,10,311,115920.5,2025-07-10
537,148,2,475,54554.13,2025-10-31
538,141,9,1050,173192.48,2025-05-25
539,104,10,1101,116466.8,2025-01-24
540,159,10,1420,595624.1,2025-12-25
541,41,9,1765,552299.17,2025-11-16
542,3,3,701,235224.21,2025-06-24
543,33,10,1120,342303.38,2025-02-25
544,100,4,1437,278158.62,2025-09-05
545,82,8,1506,532481.66,2025-11-12
546,104,5,1503,620943.76,2025-07-24
547,149,5,1446,465555.09,2025-06-30
548,90,5,1614,669076.42,2025-11-13
549,129,7,554,13915.43,2025-02-14
550,108,6,610,250150.92,2025-11-25
551,171,6,1443,573206.47,2025-12-01
552,131,4,249,97246.3,2025-11-11
553,50,2,1795,98488.1,2025-11-25
554,127,2,1516,220669.15,2025-03-26
555,68,9,577,277239.2,2025-08-14
556,15,4,754,57399.34,2025-06-17
557,46,5,1150,309626.02,2025-02-23
558,32,1,822,320689.51,2025-10-09
559,187,3,1036,305506.32,2025-01-30
560,77,8,1160,447891.69,2025-10-14
561,97,10,1463,165493.29,2025-05-31
562,10,1,574,230265.42,2025-09-28
563,37,4,575,267707.26,2025-09-10
564,97,6,513,233916.77,2025-09-20
565,14,9,240,104186.35,2025-08-09
566,140,4,305,152133.1,2025-09-05
567,29,7,165,60952.16,2025-04-18
568,43,8,300,139407.2,2025-08-11
569,82,7,782,122383.87,2025-04-07
570,90,6,1215,496989.95,2025-08-28
571,134,1,1720,637871.35,2025-10-15
572,114,7,1930,179588.7,2025-05-20
573,36,10,1999,602173.51,2025-05-17
574,84,4,492,37224.1,2025-03-25
575,49,2,458,105897.26,2025-01-06
576,83,8,1654,606021.73,2025-11-03
577,22,10,1488,66945.14,2025-06-02
578,43,5,1723,638705.88,2025-11-28
579,22,7,246,100712.06,2025-08-19
580,69,7,1676,785566.37,2025-03-24
581,55,9,1234,135908.98,2025-02-02
582,129,8,1174,500000.48,2025-10-14
583,151,2,642,69653.52,2025-12-29
584,40,3,983,389913.23,2025-02-01
585,118,1,143,70979.66,2025-07-21
586,113,9,1727,736436.57,2025-08-27
587,71,5,1360,387466.12,2025-01-17
588,73,4,157,50836.39,2025-09-09
589,32,7,784,217712.0,2025-12-07
590,151,6,1537,650985.53,2025-01-07
591,62,8,1546,100464.2,2025-07-02
592,45,2,1254,385055.42,2025-06-01
593,103,5,1339,490573.32,2025-03-13
594,132,4,649,126198.0,2025-11-22
595,164,6,1452,129658.24,2025-08-07
596,6,1,1776,876460.62,2025-08-16
597,43,7,935,452306.32,2025-03-28
598,14,3,1984,735715.57,2025-05-14
599,165,1,1223,315780.07,2025-10-19
600,127,6,148,48564.27,2025-10-26
601,32,6,101,24370.09,2025-11-09
602,135,8,838,163178.96,2025-05-11
603,176,4,777,125477.32,2025-05-31
604,167,1,1591,334702.99,2025-04-18
605,23,7,1830,665947.9,2025-12-18
606,33,8,1360,477007.4,2025-04-14
607,153,10,1783,547642.03,2025-09-18
608,68,9,1534,158503.77,2025-01-10
609,36,10,625,308187.25,2025-11-09
610,8,7,503,125005.28,2025-12-27
611,11,3,1268,408597.85,2025-10-10
612,186,8,160,39993.49,2025-04-11
613,111,9,199,73776.86,2025-07-12
614,185,4,1870,97111.8,2025-01-20
615,79,2,1150,145764.59,2025-02-14
616,97,4,89,28825.86,2025-03-22
617,101,6,1162,74292.57,2025-11-18
618,57,6,1491,68441.63,2025-09-24
619,125,3,1780,51912.43,2025-12-18
620,72,2,13,5104.93,2025-12-26
621,135,1,705,161016.57,2025-03-02
622,58,6,1082,92535.27,2025-09-09
623,96,6,939,69586.33,2025-07-26
624,63,4,1079,246140.83,2025-02-07
625,101,3,428,80381.86,2025-11-10
626,116,9,852,75622.79,2025-06-29
627,55,2,1808,643357.33,2025-01-28
628,88,3,1393,120645.78,2025-06-13
629,57,1,963,181531.55,2025-04-03
630,126,7,226,31132.86,2025-02-04
631,41,9,1494,655793.65,2025-02-16
632,16,8,503,199614.31,2025-02-26
633,4,9,934,247885.86,2025-02-15
634,39,6,1928,435317.15,2025-08-11
635,11,5,694,115235.76,2025-02-22
636,50,5,1304,147245.96,2025-04-22
637,197,4,1848,392310.71,2025-05-03
638,185,6,1006,144932.15,2025-08-02
639,142,8,415,198751.09,2025-11-28
640,112,6,1375,273450.85,2025-08-04
641,24,10,704,59433.77,2025-03-26
642,114,1,1085,349578.63,2025-11-08
643,108,6,389,97564.22,2025-06-20
644,72,6,975,395767.18,2025-08-17
645,153,2,666,45182.48,2025-06-01
646,72,5,513,54521.64,2025-07-31
647,79,5,1570,714833.29,2025-11-16
648,49,9,343,17976.65,2025-11-26
649,92,7,1383,232398.27,2025-04-13
650,159,4,824,178434.91,2025-04-14
651,101,7,324,160658.31,2025-09-18
652,56,6,821,280457.45,2025-02-18
653,94,2,909,408626.0,2025-09-09
654,50,7,1285,634467.95,2025-09-06
655,19,8,534,198633.28,2025-10-23
656,146,9,565,243712.17,2025-02-25
657,51,1,849,351170.59,2025-06-26
658,47,10,131,40778.92,2025-04-08
659,146,3,380,48422.2,2025-12-17
660,148,10,549,184317.55,2025-08-26
661,105,2,0,0.0,2025-01-07
662,69,8,681,213077.99,2025-02-07
663,102,6,945,59816.79,2025-03-13
664,128,2,521,160869.83,2025-10-08
665,195,8,47,18974.28,2025-07-02
666,75,3,13,4656.19,2025-02-27
667,140,1,496,52083.86,2025-10-22
668,89,7,658,158582.98,2025-06-22
669,175,2,18,4868.86,2025-09-01
670,144,4,1240,166494.07,2025-03-15
671,9,7,264,98028.0,2025-08-31
672,181,3,952,124223.89,2025-05-11
673,95,7,1055,407753.26,2025-09-03
674,49,8,785,19119.57,2025-10-28
675,177,8,1214,44049.32,2025-03-10
676,111,8,1264,279878.45,2025-03-16
677,40,7,1930,411793.53,2025-11-12
678,72,10,1457,717418.49,2025-07-22
679,38,4,1570,453996.78,2025-06-17
